date,n,mean,sd,skew,kurt,min,p01,p05,median,p95,p99,max
2013-05-02,1,0.0172535411747852,,,,0.0172535411747852,0.0172535411747852,0.0172535411747852,0.0172535411747852,0.0172535411747852,0.0172535411747852,0.0172535411747852
2013-05-03,1,0.0215440572992218,,,,0.0215440572992218,0.0215440572992218,0.0215440572992218,0.0215440572992218,0.0215440572992218,0.0215440572992218,0.0215440572992218
2013-05-04,1,0,,,,0,0,0,0,0,0,0
2013-05-05,1,0,,,,0,0,0,0,0,0,0
2013-05-06,1,-0.00907021828306576,,,,-0.00907021828306576,-0.00907021828306576,-0.00907021828306576,-0.00907021828306576,-0.00907021828306576,-0.00907021828306576,-0.00907021828306576
2013-05-07,1,0.00782946818934516,,,,0.00782946818934516,0.00782946818934516,0.00782946818934516,0.00782946818934516,0.00782946818934516,0.00782946818934516,0.00782946818934516
2013-05-08,1,0.00367918151953273,,,,0.00367918151953273,0.00367918151953273,0.00367918151953273,0.00367918151953273,0.00367918151953273,0.00367918151953273,0.00367918151953273
2013-05-09,1,0.00570509221666882,,,,0.00570509221666882,0.00570509221666882,0.00570509221666882,0.00570509221666882,0.00570509221666882,0.00570509221666882,0.00570509221666882
2013-05-10,1,0.0132497821852109,,,,0.0132497821852109,0.0132497821852109,0.0132497821852109,0.0132497821852109,0.0132497821852109,0.0132497821852109,0.0132497821852109
2013-05-11,1,0,,,,0,0,0,0,0,0,0
2013-05-12,1,0,,,,0,0,0,0,0,0,0
2013-05-13,1,0.00333247165298811,,,,0.00333247165298811,0.00333247165298811,0.00333247165298811,0.00333247165298811,0.00333247165298811,0.00333247165298811,0.00333247165298811
2013-05-14,1,0.0143384222924405,,,,0.0143384222924405,0.0143384222924405,0.0143384222924405,0.0143384222924405,0.0143384222924405,0.0143384222924405,0.0143384222924405
2013-05-15,1,-0.00661816638976287,,,,-0.00661816638976287,-0.00661816638976287,-0.00661816638976287,-0.00661816638976287,-0.00661816638976287,-0.00661816638976287,-0.00661816638976287
2013-05-16,1,-0.00919582507989514,,,,-0.00919582507989514,-0.00919582507989514,-0.00919582507989514,-0.00919582507989514,-0.00919582507989514,-0.00919582507989514,-0.00919582507989514
2013-05-17,1,0.0216479713979219,,,,0.0216479713979219,0.0216479713979219,0.0216479713979219,0.0216479713979219,0.0216479713979219,0.0216479713979219,0.0216479713979219
2013-05-18,1,0,,,,0,0,0,0,0,0,0
2013-05-19,1,0,,,,0,0,0,0,0,0,0
2013-05-20,1,-0.0084460495171923,,,,-0.0084460495171923,-0.0084460495171923,-0.0084460495171923,-0.0084460495171923,-0.0084460495171923,-0.0084460495171923,-0.0084460495171923
2013-05-21,1,0.00458529395867657,,,,0.00458529395867657,0.00458529395867657,0.00458529395867657,0.00458529395867657,0.00458529395867657,0.00458529395867657,0.00458529395867657
2013-05-22,1,-0.0221888471047622,,,,-0.0221888471047622,-0.0221888471047622,-0.0221888471047622,-0.0221888471047622,-0.0221888471047622,-0.0221888471047622,-0.0221888471047622
2013-05-23,1,-0.00442108749094317,,,,-0.00442108749094317,-0.00442108749094317,-0.00442108749094317,-0.00442108749094317,-0.00442108749094317,-0.00442108749094317,-0.00442108749094317
2013-05-24,1,-0.000229201217801567,,,,-0.000229201217801567,-0.000229201217801567,-0.000229201217801567,-0.000229201217801567,-0.000229201217801567,-0.000229201217801567,-0.000229201217801567
2013-05-25,1,0,,,,0,0,0,0,0,0,0
2013-05-26,1,0,,,,0,0,0,0,0,0,0
2013-05-27,1,0,,,,0,0,0,0,0,0,0
2013-05-28,1,0.0209826385463492,,,,0.0209826385463492,0.0209826385463492,0.0209826385463492,0.0209826385463492,0.0209826385463492,0.0209826385463492,0.0209826385463492
2013-05-29,1,-0.00660642008498691,,,,-0.00660642008498691,-0.00660642008498691,-0.00660642008498691,-0.00660642008498691,-0.00660642008498691,-0.00660642008498691,-0.00660642008498691
2013-05-30,1,0.00488387789524936,,,,0.00488387789524936,0.00488387789524936,0.00488387789524936,0.00488387789524936,0.00488387789524936,0.00488387789524936,0.00488387789524936
2013-05-31,1,0.00884293956900262,,,,0.00884293956900262,0.00884293956900262,0.00884293956900262,0.00884293956900262,0.00884293956900262,0.00884293956900262,0.00884293956900262
2013-06-01,1,0,,,,0,0,0,0,0,0,0
2013-06-02,1,0,,,,0,0,0,0,0,0,0
2013-06-03,1,-0.00865550444170093,,,,-0.00865550444170093,-0.00865550444170093,-0.00865550444170093,-0.00865550444170093,-0.00865550444170093,-0.00865550444170093,-0.00865550444170093
2013-06-04,1,-0.00443123997590877,,,,-0.00443123997590877,-0.00443123997590877,-0.00443123997590877,-0.00443123997590877,-0.00443123997590877,-0.00443123997590877,-0.00443123997590877
2013-06-05,1,0.00551731063869987,,,,0.00551731063869987,0.00551731063869987,0.00551731063869987,0.00551731063869987,0.00551731063869987,0.00551731063869987,0.00551731063869987
2013-06-06,1,0.00246719377485771,,,,0.00246719377485771,0.00246719377485771,0.00246719377485771,0.00246719377485771,0.00246719377485771,0.00246719377485771,0.00246719377485771
2013-06-07,1,0.0331956615435356,,,,0.0331956615435356,0.0331956615435356,0.0331956615435356,0.0331956615435356,0.0331956615435356,0.0331956615435356,0.0331956615435356
2013-06-08,1,0,,,,0,0,0,0,0,0,0
2013-06-09,1,0,,,,0,0,0,0,0,0,0
2013-06-10,1,0.0150557096494559,,,,0.0150557096494559,0.0150557096494559,0.0150557096494559,0.0150557096494559,0.0150557096494559,0.0150557096494559,0.0150557096494559
2013-06-11,1,-0.0226329996795069,,,,-0.0226329996795069,-0.0226329996795069,-0.0226329996795069,-0.0226329996795069,-0.0226329996795069,-0.0226329996795069,-0.0226329996795069
2013-06-12,1,-0.0113826315682264,,,,-0.0113826315682264,-0.0113826315682264,-0.0113826315682264,-0.0113826315682264,-0.0113826315682264,-0.0113826315682264,-0.0113826315682264
2013-06-13,1,0.0150515968889975,,,,0.0150515968889975,0.0150515968889975,0.0150515968889975,0.0150515968889975,0.0150515968889975,0.0150515968889975,0.0150515968889975
2013-06-14,1,-0.00654816630328448,,,,-0.00654816630328448,-0.00654816630328448,-0.00654816630328448,-0.00654816630328448,-0.00654816630328448,-0.00654816630328448,-0.00654816630328448
2013-06-15,1,0,,,,0,0,0,0,0,0,0
2013-06-16,1,0,,,,0,0,0,0,0,0,0
2013-06-17,1,0.0147453376746913,,,,0.0147453376746913,0.0147453376746913,0.0147453376746913,0.0147453376746913,0.0147453376746913,0.0147453376746913,0.0147453376746913
2013-06-18,1,0.013218769690388,,,,0.013218769690388,0.013218769690388,0.013218769690388,0.013218769690388,0.013218769690388,0.013218769690388,0.013218769690388
2013-06-19,1,-0.0128591781592746,,,,-0.0128591781592746,-0.0128591781592746,-0.0128591781592746,-0.0128591781592746,-0.0128591781592746,-0.0128591781592746,-0.0128591781592746
2013-06-20,1,-0.0171142753983187,,,,-0.0171142753983187,-0.0171142753983187,-0.0171142753983187,-0.0171142753983187,-0.0171142753983187,-0.0171142753983187,-0.0171142753983187
2013-06-21,1,-0.000292673747160244,,,,-0.000292673747160244,-0.000292673747160244,-0.000292673747160244,-0.000292673747160244,-0.000292673747160244,-0.000292673747160244,-0.000292673747160244
2013-06-22,1,0,,,,0,0,0,0,0,0,0
2013-06-23,1,0,,,,0,0,0,0,0,0,0
2013-06-24,1,-0.0101109383957896,,,,-0.0101109383957896,-0.0101109383957896,-0.0101109383957896,-0.0101109383957896,-0.0101109383957896,-0.0101109383957896,-0.0101109383957896
2013-06-25,1,0.00545426467987653,,,,0.00545426467987653,0.00545426467987653,0.00545426467987653,0.00545426467987653,0.00545426467987653,0.00545426467987653,0.00545426467987653
2013-06-26,1,0.019940299628928,,,,0.019940299628928,0.019940299628928,0.019940299628928,0.019940299628928,0.019940299628928,0.019940299628928,0.019940299628928
2013-06-27,1,-0.000072124946638219,,,,-0.000072124946638219,-0.000072124946638219,-0.000072124946638219,-0.000072124946638219,-0.000072124946638219,-0.000072124946638219,-0.000072124946638219
2013-06-28,1,0.000504336883111911,,,,0.000504336883111911,0.000504336883111911,0.000504336883111911,0.000504336883111911,0.000504336883111911,0.000504336883111911,0.000504336883111911
2013-06-29,1,0,,,,0,0,0,0,0,0,0
2013-06-30,1,0,,,,0,0,0,0,0,0,0
2013-07-01,1,0.0157562484931759,,,,0.0157562484931759,0.0157562484931759,0.0157562484931759,0.0157562484931759,0.0157562484931759,0.0157562484931759,0.0157562484931759
2013-07-02,1,0.00576148122220754,,,,0.00576148122220754,0.00576148122220754,0.00576148122220754,0.00576148122220754,0.00576148122220754,0.00576148122220754,0.00576148122220754
2013-07-03,1,0.00105674236519882,,,,0.00105674236519882,0.00105674236519882,0.00105674236519882,0.00105674236519882,0.00105674236519882,0.00105674236519882,0.00105674236519882
2013-07-04,1,0,,,,0,0,0,0,0,0,0
2013-07-05,1,0.00649229697722298,,,,0.00649229697722298,0.00649229697722298,0.00649229697722298,0.00649229697722298,0.00649229697722298,0.00649229697722298,0.00649229697722298
2013-07-06,1,0,,,,0,0,0,0,0,0,0
2013-07-07,1,0,,,,0,0,0,0,0,0,0
2013-07-08,1,0.0163411653750742,,,,0.0163411653750742,0.0163411653750742,0.0163411653750742,0.0163411653750742,0.0163411653750742,0.0163411653750742,0.0163411653750742
