start,end,n,min,p01,p05,median,mean,p95,p99,max,sd,na
2013-05-01,2019-05-14,1520,248.229996,266.61129591,294.11899555,686.4599915,821.5418097875,1831.8599788,1961.67147962,2039.51001,518.442653411924,0
